Q	NPV	Sol	Cap	NVP-sol
nm-1				
1.2306544	14.743187363153	10.6378972422	6.63469861057392	4.10529012095292
1.2358216	14.4436077572724	10.7666595953847	6.37906355062331	3.67694816188775
1.2409889	14.9514463559587	11.0540264914369	6.58181830353158	3.89741986452186
1.246156	14.9159405692837	11.2033476483676	6.63564636577311	3.71259292091613
1.2513232	14.4035276822021	10.8968479329436	6.62760881854155	3.50667974925851
1.2564905	14.7442896465436	11.1665509391007	6.58514519056261	3.5777387074429
1.2616577	14.741161714107	11.2695431261965	6.74498304126625	3.47161858791046
1.266825	14.5581382546137	11.0602695710664	6.56778033976972	3.49786868354732
1.2719922	14.47762777604	11.3398313240544	6.54234104906132	3.13779645198561
1.2771593	14.7498304660619	11.1251435815181	6.52306953080837	3.62468688454385
1.2823266	15.1284754457304	11.2471728669737	6.59265151289756	3.88130257875671
1.2874938	14.4473368783234	11.1555507838775	6.56253964475916	3.29178609444595
1.2926611	14.7740631842352	11.0609541056553	6.56099610246645	3.71310907857992
1.2978283	14.7179274319675	11.5532767630776	6.44693805599357	3.16465066888991
1.3029956	14.2333518923991	11.1775236715476	6.44212162684835	3.05582822085155
1.3081627	14.0762402252111	11.2019723702592	6.55597542471215	2.87426785495192
1.3133299	13.9898160775727	11.1978030734206	6.59148463300705	2.79201300415212
1.3184972	14.7266987801064	10.7623764681534	6.64933741929725	3.96432231195299
1.3236644	14.5056233969346	10.8194898328763	6.47203757698372	3.68613356405834
1.3288317	14.4767582108226	11.0742588089202	6.39656243491714	3.40249940190248
1.3339989	14.3176690647482	11.1669415843121	6.38067299396031	3.1507274804361
1.339166	14.1392674382233	11.1750551042583	6.32468075927524	2.96421233396504
1.3443333	14.7700857053488	10.814038391887	6.39104444973372	3.95604731346177
1.3495005	14.8921820456678	10.7748346872251	6.48999256195888	4.11734735844269
1.3546678	13.8001445104786	10.9566409685932	6.55988173514623	2.84350354188541
1.359835	13.8863678448546	10.9108025042686	6.39990553687781	2.97556534058591
1.3650023	14.0675195495777	10.7631241268691	6.31388875665705	3.30439542270858
1.3701694	14.2746549890522	10.9332886635277	6.49947665942697	3.34136632552453
1.3753366	14.2581632780732	10.9060319759921	6.39587158965815	3.35213130208106
1.3805039	14.4796634344698	11.0437108708025	6.37035553836542	3.43595256366731
1.3856711	14.3444060056303	10.8566445904693	6.48591324268841	3.48776141516099
1.3908384	14.4428170159525	10.9250887359652	6.56710080033322	3.51772827998723
1.3960056	14.4253681576478	10.6844311067419	6.51352444140311	3.74093705090593
1.4011728	14.0993750390992	10.7082201065866	6.47790396001309	3.39115493251252
1.40634	14.0410672505474	10.8395876235318	6.48919178245217	3.20147962701554
1.4115072	14.1891704723178	10.9387965023025	6.47878358275564	3.25037397001532
1.4166745	14.0376609321239	11.0666927096808	6.57060991937163	2.97096822244311
1.4218417	13.7345242414764	11.1729963263828	6.27527401743477	2.5615279150936
1.4270089	14.0492755708477	10.7494520618823	6.19760971110648	3.29982350896533
1.4321761	13.7992036284016	11.0668950173333	6.22693701466782	2.73230861106837
1.4373434	14.1499199249296	10.8999741294562	6.37558849781322	3.24994579547342
1.4425106	14.2557948076322	10.894897811352	6.37323346523459	3.36089699628016
1.4476779	14.1443609634032	10.8782599472241	6.29995864449139	3.2661010161791
1.4528451	13.7232211448233	10.987605422466	6.4501570914284	2.73561572235729
1.4580122	14.0055145448858	10.8711113985616	6.31470872630984	3.13440314632423
1.4631795	13.8123703472005	10.7081042065504	6.17246199160989	3.10426614065008
1.4683467	13.8582927744761	10.3630713509598	6.25776948022969	3.49522142351628
1.473514	13.6282295902409	10.5293625498008	6.22346612716075	3.09886704044006
1.4786812	14.1067313106037	10.8266213069799	6.23781336467228	3.28011000362382
1.4838485	13.6954732561777	10.8031753505459	6.30331305227455	2.8922979056318
1.4890156	13.479335001564	10.9818554354013	6.21136398798012	2.49747956616272
1.4941828	13.8849221144823	10.9915046308273	6.16476138764095	2.89341748365499
1.4993501	13.495532686894	10.9370709370311	6.20757683496474	2.55846174986286
1.5045173	13.5476759461996	10.8392916645108	6.02942786587724	2.70838428168877
1.5096846	13.5979174225837	10.8748217519532	6.19582428371664	2.72309567063045
1.5148518	13.4644035032843	10.8718269778031	6.27233658623665	2.59257652548126
1.5200189	14.1404335314357	10.9143591866301	6.24893457499033	3.22607434480562
1.5251862	13.6437322489834	10.8580400476018	6.26378759929785	2.78569220138162
1.5303534	13.4109909289959	10.7336073886273	6.24189922941894	2.67738354036863
1.5355207	13.2748927119174	10.5543674652041	6.32705989110708	2.7205252467133
